# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# ==== MARIO =========
#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#idle small right
402	10021	100
#idle small left
403	10031	100
#walk right big
500	10001	100	10002	100	10003	100
#walk left big
501	10011	100	10012	100	10013	100
#walk right small
502	10021	100	10022	100	10023	100
#walk left small
503	10031	100	10032	100	10033	100
#die
599	10099	100
#idle BIG brake right
504	05001	100
#idle BIG brake left
505	05015	100

#jump BIG right
506	08014	100

#jump BIG left
507 	08002	100

#jump SMALL right
508	3013	100

#jump SMALL left
509	3002	100

# shoot BIG right
510	08001	5

# shoot BIG left
511	08015	5


# ==== FIRE MARIO =====
#idle FIRE right
530	11009	100
#idle FIRE left
531	11007	100
#walk FIRE right
540	11010	100	11011	100
#walk FIRE left
541	11006	100	11005	100
#jump FIRE right
542	14014	100
#jump FIRE left
543	14002	100
#===== TAIL MARIO
#idle TAIL right
550	17009	100
#idle TAIL left
551	17007	100
#walk TAIL right
560	17010	100	17011	100
#walk TAIL left
561	17006	100	17005	100
#jump TAIL right
562	20014	100
#jump TAIL left
563	20002	100



# ==== BRICK =========
601	50001	100
602	50002	100
603	50003	100

604	50004	100
605	50005	100

606	50006	100
#Brick bigger
607	50007	100
608	50008	100

#Brick bigger second-floor
609	50009	100
610	50010	100

#brick upper 
611	50011	100
612	50012	100

# id	ani1	ani2	ani3

# ==== KOOPAS  =========
#GREEN KOOPAS
#walk left
801	60001	100	60002	100
#walk right
802	60011	100	60012	100
#die
803	60031	
#renew 
804	60032	100
#running shell
805	60041	15	60042	15	60043	15

# renew (RED)
814	60040	100

#running shell (RED)
815	60050	100	60051	100	60052	100


# ==== BUSHES ====
# Respectively
1001	70001	100
1002	70002	100
1003	70003	100
1004	70004	100
1005	70005	100
1006	70006	100
1007	70007	100

# ===== TREES ====
1051	80001	100
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	500	501	502	503	599	504	505	506	507	508	509	530	531	540	541	542	543	550	551	560	561	562	563	510	511

# BRICK 
12	601	
13	602	
14	603

15	604
16	605
17	606

18	607
19	608

#animation for second-floor brick (not used)
20	609
21	610

#animation for upper brick
22	611
23	612

#KOOPAS
101	801	802	803	804	805	814	815

#BUSHES
201	1001
202	1002
203	1003
204	1004
205	1005
206	1006
207	1007
#TREES
251	1051




[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goombam, 3 = Koopas

# BUSHES
#first layer
4	16	135	203
4	32	135	207
4	48	135	207
4	64	135	207
4	80	135	206
4	96	135	205
4	112	135	207
4	128	135	204

#second layer
4	16	119	203
4	32	119	206
4	48	119	205
4	64	119	207
4	80	119	204
4	96	119	203
4	112	119	206
4	128	119	202

#third layer
4	17	103	201
4	32	103	205
4	48	103	204
4	65	103	201
4	80	103	202
4	96	103	201
4	111	103	202

#final bush layer
4	33	87	201
4	48	87	202

# TREES
4	160	134	251
4	176	134	251
4	192	134	251

# MARIO
0	50.0	0	1


# BRICK 
# --- platform (hint: I created the list using Excel!) ----
1	0	150	12
1	16	150	13
1	32	150	13
1	48	150	13
1	64	150	13
1	80	150	13
1	96	150	13
1	112	150	13
1	128	150	13
1	144	150	13
1	160	150	13
1	176	150	13
1	192	150	13
1	208	150	13
1	224	150	13
1	240	150	13
1	256	150	13
1	272	150	13
1	288	150	13
1	304	150	13
1	320	150	13
1	336	150	13
1	352	150	13
1	368	150	13
1	384	150	13
1	400	150	13
1	416	150	13
1	432	150	13
1	448	150	13
1	464	150	13
1	480	150	13
1	496	150	13
1	512	150	13
1	528	150	13
1	544	150	13
1	560	150	13
1	576	150	13
1	592	150	13
1	608	150	13
1	624	150	13

# --- double-brick (width:15, height 15) sum: 31 brick -----
1	639	151	18
1	654	151	19
1	669	151	19
1	684	151	19
1	699	151	19
1	714	151	19
1	729	151	19
1	744	151	19
1	759	151	19
1	774	151	19
1	789	151	19
1	804	151	19
1	819	151	19
1	834	151	19
1	849	151	19
1	864	151	19
1	879	151	19
1	894	151	19
1	909	151	19
1	924	151	19
1	939	151	19
1	954	151	19
1	969	151	19
1	984	151	19
1	999	151	19
1	1014	151	19
1	1029	151	19
1	1044	151	19
1	1059	151	19
1	1074	151	19
1	1089	151	19

# second doule-brick (width: 15, height 15)
1	639	136	18
1	654	136	19
1	669	136	19
1	684	136	19
1	699	136	19
1	714	136	19
1	729	136	19
1	744	136	19
1	759	136	19
1	774	136	19
1	789	136	19
1	804	136	19
1	819	136	19
1	834	136	19
1	849	136	19
1	864	136	19
1	879	136	19
1	894	136	19
1	909	136	19
1	924	136	19
1	939	136	19
1	954	136	19
1	969	136	19
1	984	136	19
1	999	136	19
1	1014	136	19
1	1029	136	19
1	1044	136	19
1	1059	136	19
1	1074	136	19
1	1089	136	19
# upper brick (width 15, height 7)
1	639	129	22
1	654	129	23
1	669	129	23
1	684	129	23
1	699	129	23
1	714	129	23
1	729	129	23
1	744	129	23
1	759	129	23
1	774	129	23
1	789	129	23
1	804	129	23
1	819	129	23
1	834	129	23
1	849	129	23
1	864	129	23
1	879	129	23
1	894	129	23
1	909	129	23
1	924	129	23
1	939	129	23
1	954	129	23
1	969	129	23
1	984	129	23
1	999	129	23
1	1014	129	23
1	1029	129	23
1	1044	129	23
1	1059	129	23
1	1074	129	23
1	1089	129	23

# distance 64 px (1153)

#brick ground 3 (22 bricks)
1	1169	150	12
1	1185	150	13
1	1201	150	13
1	1217	150	13
1	1233	150	13
1	1249	150	13
1	1265	150	13
1	1281	150	13
1	1297	150	13
1	1313	150	13
1	1329	150	13
1	1345	150	13
1	1361	150	13
1	1377	150	13
1	1393	150	13
1	1409	150	13
1	1425	150	13
1	1441	150	13
1	1457	150	13
1	1473	150	13
1	1489	150	13
1	1505	150	13

# distance 32 px (1537)
#brick ground 4 (5 bricks)
1	1553	150	12
1	1569	150	13
1	1585	150	13
1	1601	150	13
1	1617	150	13

# distance 48px (1665)
#brick ground 5 (36 bricks)
1	1681	150	12
1	1697	150	13
1	1713	150	13
1	1729	150	13
1	1745	150	13
1	1761	150	13
1	1777	150	13
1	1793	150	13
1	1809	150	13
1	1825	150	13
1	1841	150	13
1	1857	150	13
1	1873	150	13
1	1889	150	13
1	1905	150	13
1	1921	150	13
1	1937	150	13
1	1953	150	13
1	1969	150	13
1	1985	150	13
1	2001	150	13
1	2017	150	13
1	2033	150	13
1	2049	150	13
1	2065	150	13
1	2081	150	13
1	2097	150	13
1	2113	150	13
1	2129	150	13
1	2145	150	13
1	2161	150	13
1	2177	150	13
1	2193	150	13
1	2209	150	13
1	2225	150	13
1	2241	150	13

# distance 16 px (2257)
#brick ground 6 (15 bricks)
1	2272	150	12
1	2288	150	13
1	2304	150	13
1	2320	150	13
1	2336	150	13
1	2352	150	13
1	2368	150	13
1	2384	150	13
1	2400	150	13
1	2416	150	13
1	2432	150	13
1	2448	150	13
1	2464	150	13
1	2480	150	13
1	2496	150	13

# KOOPAS
3	150	124	101

